lot frontage,lot area,overall qual,mas vnr area,exter qual,bsmt qual,bsmt exposure,bsmtfin type 1,total bsmt sf,heating qc,gr liv area,kitchen qual,totrms abvgrd,fireplaces,fireplace qu,garage finish,garage cars,garage area,garage qual,garage cond,wood deck sf,saleprice,ms subclass_60,ms zoning_RM,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_StoneBr,roof style_Hip,exterior 1st_VinylSd,exterior 2nd_VinylSd,foundation_CBlock,foundation_PConc,sale type_New,lot shape_Reg,mas vnr type_BrkFace,mas vnr type_None,mas vnr type_Stone,garage type_Attchd,garage type_Detchd,bldg age,bldg remod age,garage age,total bath
65.0,5950,8,0.0,4,4,4,6,1337.0,4,1337,4,5,1,3,2,2.0,462.0,3,3,0,188500,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,31,31,31.0,3.0
80.0,12400,5,0.0,3,4,2,4,901.0,3,1717,3,7,1,4,1,1.0,410.0,3,3,0,194000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,80,70,80.0,3.0
75.0,10425,5,0.0,3,3,1,3,1104.0,4,1104,3,5,0,0,2,1.0,384.0,3,3,0,133000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,64,62,64.0,2.0
70.75324675324676,16269,5,76.0,3,4,3,6,907.0,3,907,3,5,0,0,1,1.0,343.0,3,3,72,140000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42,42,42.0,1.0
68.0,8998,7,120.0,4,4,2,6,782.0,5,1652,4,6,0,0,2,2.0,532.0,3,3,0,207500,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,20,20,20.0,4.0
80.0,10400,6,256.0,3,3,1,1,932.0,4,2640,4,8,1,3,2,2.0,515.0,3,3,0,256900,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,53,23,53.0,4.0
60.0,10134,5,0.0,3,3,1,1,735.0,4,1034,3,5,0,0,1,1.0,240.0,3,3,0,109000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,80,70,80.0,1.0
64.0,7007,5,0.0,3,0,0,0,0.0,3,1513,3,8,0,0,1,2.0,400.0,3,3,0,113722,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,41,41,41.0,2.0
78.0,11645,8,76.0,4,5,4,6,1498.0,5,1498,4,7,1,4,3,3.0,844.0,3,3,144,237000,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,15,14,15.0,2.0
60.0,8250,5,0.0,3,3,1,5,1053.0,4,1053,4,6,0,0,2,2.0,692.0,3,3,240,142100,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,57,57,26.0,2.0
75.19245283018869,11027,6,28.0,3,3,1,4,1178.0,4,1293,3,5,0,0,2,2.0,452.0,3,3,280,149900,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,66,66,66.0,3.0
95.0,12350,9,450.0,5,5,3,6,2020.0,5,2020,5,7,1,4,2,3.0,896.0,3,3,192,404000,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,12,12,12.0,3.0
75.19245283018869,18275,7,0.0,3,3,4,5,1438.0,3,2448,3,9,2,4,2,2.0,441.0,3,3,520,277500,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,58,22,58.0,4.0
77.0,9206,6,336.0,4,4,1,1,741.0,3,1732,4,7,1,3,3,2.0,476.0,3,3,192,178000,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,35,35,35.0,4.0
48.0,6240,8,176.0,4,4,1,6,1324.0,5,1324,4,6,1,4,3,2.0,550.0,3,3,192,254000,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,14,14,14.0,3.0
63.0,7875,7,38.0,3,4,1,1,1237.0,4,1253,3,6,1,3,3,2.0,402.0,3,3,220,176000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,25,24,25.0,2.0
111.0,16259,9,370.0,3,5,3,1,1249.0,5,2596,4,9,0,0,2,3.0,840.0,3,3,240,342643,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,14,14,14.0,5.0
72.77464788732394,6173,5,75.0,3,3,1,6,876.0,3,902,3,6,0,0,1,1.0,288.0,3,3,0,125500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,53,53,53.0,1.0
75.0,12890,6,128.0,3,4,1,1,1495.0,5,1495,3,8,1,3,1,2.0,438.0,3,3,252,150000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,31,31,31.0,2.0
84.0,10440,8,0.0,5,4,2,1,1574.0,5,1584,5,6,1,4,3,2.0,594.0,3,3,0,261329,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,13,13,13.0,2.0
63.0,7500,7,120.0,3,4,1,6,1080.0,5,1080,4,6,0,0,0,0.0,0.0,0,0,0,141000,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,16,15,15.0,2.0
75.0,9532,4,0.0,3,3,1,4,1105.0,4,1647,3,6,1,2,3,1.0,280.0,3,3,225,153000,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,67,67,67.0,2.0
53.0,3922,7,72.0,4,5,3,1,1258.0,5,1258,4,6,1,4,3,3.0,648.0,3,3,144,172500,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,14,13,13.0,2.0
60.0,8730,6,0.0,3,3,1,1,698.0,5,1396,3,7,0,0,1,1.0,384.0,3,3,0,153575,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,105,17,17.0,1.0
60.0,6060,5,0.0,4,3,1,5,837.0,5,1001,4,5,0,0,1,1.0,216.0,3,1,154,124900,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,90,13,90.0,1.0
107.0,14450,9,315.0,5,5,4,1,2121.0,5,2121,5,8,1,5,3,3.0,732.0,3,3,124,415298,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,14,13,13.0,4.0
60.0,5400,6,0.0,2,3,1,1,972.0,5,1480,3,6,0,0,1,1.0,207.0,2,3,0,119000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,100,70,100.0,1.0
85.0,10000,8,410.0,4,4,3,1,1588.0,5,1588,4,7,1,4,2,3.0,825.0,3,3,144,227000,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,14,14,14.0,2.0
72.0,10007,5,54.0,4,3,1,5,1053.0,5,1053,4,5,0,0,2,1.0,312.0,3,3,0,145500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,61,14,61.0,4.0
52.0,7830,3,0.0,3,2,1,2,492.0,3,492,3,3,0,0,1,1.0,200.0,2,3,0,61500,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,99,70,99.0,2.0
90.0,11727,7,434.0,3,3,2,1,1851.0,4,1851,3,8,1,3,3,2.0,506.0,3,3,0,192100,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,51,51,51.0,2.0
60.0,10320,6,0.0,3,3,1,3,698.0,5,1403,3,7,0,0,1,1.0,308.0,3,3,0,116000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,105,55,105.0,4.0
65.0,10482,6,63.0,3,3,3,6,588.0,5,1138,3,6,0,0,2,1.0,264.0,3,3,224,145000,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,62,62,62.0,3.0
110.0,15274,9,724.0,4,5,1,6,2452.0,5,2452,5,10,1,4,3,3.0,886.0,3,3,0,445000,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,17,17,17.0,4.0
61.0,8800,5,0.0,3,4,2,2,1040.0,3,1040,4,5,0,0,1,2.0,484.0,3,3,0,150500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,43,12,43.0,2.0
75.0,10000,6,0.0,3,4,1,1,763.0,4,1655,3,7,1,3,3,2.0,440.0,3,3,157,175900,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,27,26,27.0,4.0
78.0,10140,6,196.0,3,3,1,5,1116.0,5,1116,3,6,1,3,2,2.0,528.0,3,3,0,167900,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,46,46,46.0,3.0
58.0,14054,7,0.0,4,4,3,1,879.0,5,1863,4,9,1,4,3,3.0,660.0,3,3,100,219210,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,14,14,14.0,4.0
70.0,11218,6,0.0,4,4,1,1,1055.0,5,1845,4,8,1,3,2,2.0,462.0,3,3,635,189000,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,28,28,28.0,4.0
74.0,8856,5,143.0,3,3,1,5,1176.0,3,1176,3,6,2,4,2,1.0,292.0,3,3,0,136500,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,63,63,63.0,2.0
65.0,7800,5,47.0,3,3,2,4,864.0,5,892,4,5,0,0,1,1.0,416.0,3,3,0,137900,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,54,12,54.0,2.0
60.0,7200,5,0.0,3,3,1,5,1022.0,3,1022,3,4,0,0,1,1.0,280.0,3,3,0,85000,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,110,14,64.0,2.0
89.0,10680,5,44.0,3,3,1,2,2136.0,3,2136,3,7,0,0,1,2.0,528.0,3,3,0,137900,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,69,69,69.0,2.0
59.0,9535,6,0.0,3,4,4,6,926.0,5,1604,3,7,0,0,3,2.0,472.0,3,3,100,195500,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,22,22,22.0,4.0
66.0,6858,6,0.0,3,4,1,1,806.0,3,1647,2,6,0,0,1,1.0,216.0,3,3,0,128000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,105,70,100.0,4.0
75.0,8100,5,0.0,3,3,1,5,864.0,5,864,4,5,1,3,1,1.0,420.0,3,3,132,135000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,59,13,58.0,2.0
70.75324675324676,9216,5,176.0,3,3,3,5,1076.0,3,1076,3,5,1,2,1,2.0,576.0,3,3,0,143195,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,45,45,35.0,3.0
50.0,9100,5,0.0,3,3,1,1,742.0,3,935,3,4,0,0,1,1.0,308.0,3,3,0,79500,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,90,60,32.0,1.0
67.0,12774,7,95.0,4,4,3,1,835.0,5,1663,4,8,0,0,2,2.0,478.0,3,3,168,192500,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,17,16,17.0,4.0
50.0,6000,5,0.0,3,3,1,4,768.0,3,1328,3,6,0,0,1,1.0,308.0,3,3,0,129500,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,70,50,70.0,3.0
72.02564102564102,10364,6,0.0,3,4,1,1,806.0,4,1572,3,7,1,3,3,2.0,373.0,3,3,0,168000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25,24,25.0,4.0
50.0,6000,6,0.0,3,3,1,2,739.0,5,1342,3,7,1,4,1,1.0,240.0,3,3,0,105000,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,81,70,81.0,2.0
75.19245283018869,10530,6,0.0,3,3,1,5,981.0,3,981,3,5,0,0,1,2.0,576.0,3,3,0,143250,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,49,49,41.0,4.0
75.0,9525,5,0.0,3,4,1,1,1099.0,5,1099,4,6,0,0,1,1.0,352.0,3,3,278,144000,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,25,14,21.0,3.0
70.49333333333334,8880,7,0.0,4,4,1,6,948.0,5,2110,4,8,2,2,2,2.0,463.0,3,3,0,205000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,26,18,26.0,5.0
82.0,8410,6,0.0,3,4,3,5,970.0,3,1026,3,5,1,1,1,2.0,528.0,3,3,193,143000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,46,46,46.0,2.0
42.0,4385,9,0.0,4,5,3,6,1419.0,5,1419,5,5,1,3,3,2.0,588.0,3,3,155,290000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,19,19,19.0,4.0
82.0,12464,5,0.0,3,4,1,6,1040.0,4,1040,4,6,0,0,1,2.0,576.0,3,3,168,152000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,24,24,20.0,2.0
43.0,5005,8,0.0,4,4,1,5,1280.0,5,1280,4,5,0,0,2,2.0,506.0,3,3,0,191500,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,28,28,28.0,2.0
76.0,9591,8,344.0,4,5,3,1,1143.0,5,2473,4,9,1,4,2,3.0,852.0,3,3,192,317000,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,16,15,16.0,4.0
70.0,6960,7,0.0,3,3,1,5,680.0,5,1302,4,6,2,4,1,1.0,224.0,3,3,0,165250,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,80,22,80.0,3.0
75.0,9825,5,0.0,3,3,1,3,1092.0,3,1092,3,6,0,0,1,1.0,264.0,3,3,259,123000,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,54,54,54.0,1.0
88.0,14175,6,0.0,3,3,4,6,988.0,3,1188,3,4,1,3,1,2.0,621.0,3,3,102,185000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,64,64,64.0,2.0
74.0,7400,7,0.0,3,3,1,2,1045.0,4,1045,3,6,0,0,1,2.0,528.0,3,3,0,120000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,58,58,58.0,2.0
88.0,10738,6,0.0,3,3,1,5,1093.0,4,1093,3,6,1,2,2,2.0,484.0,3,3,224,158500,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,54,54,54.0,3.0
65.0,8366,6,0.0,4,4,1,1,798.0,5,1640,4,6,0,0,2,2.0,520.0,3,3,138,173000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,16,16,16.0,4.0
70.0,9842,4,0.0,3,0,0,0,0.0,3,1224,3,6,0,0,1,2.0,462.0,3,3,0,101800,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,58,58,58.0,2.0
60.0,7200,7,0.0,4,4,1,5,560.0,5,1135,4,6,0,0,2,2.0,576.0,3,3,256,155000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,84,13,49.0,2.0
60.0,10230,5,0.0,3,3,1,1,1054.0,5,1078,5,6,0,0,1,1.0,264.0,3,3,0,125000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,95,70,33.0,1.0
52.0,8626,4,1.0,3,0,0,0,0.0,4,968,3,5,0,0,1,1.0,331.0,2,3,0,104500,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,64,64,64.0,1.0
74.0,8834,9,216.0,4,5,1,6,1462.0,5,2224,5,10,1,4,3,3.0,738.0,3,3,184,350000,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,16,15,16.0,5.0
60.0,8544,3,0.0,3,0,0,0,0.0,4,1040,3,6,0,0,1,2.0,400.0,3,3,0,93500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,70,70,71.0,2.0
68.0,9179,7,158.0,4,4,1,6,873.0,5,1790,4,7,0,0,2,2.0,588.0,3,3,0,193000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,21,21,21.0,5.0
79.0,11526,6,0.0,3,5,1,1,588.0,2,2555,3,11,1,4,3,2.0,672.0,3,3,431,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,98,26,27.0,2.0
70.0,5684,6,0.0,3,3,1,1,813.0,5,813,4,5,0,0,1,1.0,270.0,2,2,0,110000,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,90,15,88.0,1.0
70.75324675324676,11885,8,108.0,4,4,3,6,1299.0,5,1872,5,7,1,3,2,2.0,531.0,3,3,160,261500,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,19,19,19.0,5.0
80.0,9600,5,0.0,3,3,1,3,1050.0,4,1050,3,5,0,0,1,1.0,338.0,3,3,0,128900,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,64,64,64.0,1.0
114.0,17242,9,738.0,4,5,4,3,1733.0,5,3500,5,11,1,3,2,3.0,959.0,3,3,870,584500,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,27,26,27.0,6.0
75.0,10215,4,132.0,3,3,1,5,864.0,5,948,3,5,0,0,1,1.0,248.0,3,3,0,111000,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,66,66,66.0,1.0
60.0,8550,5,0.0,3,2,1,1,750.0,3,1316,3,7,0,0,1,2.0,576.0,3,3,0,90000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,94,70,55.0,1.0
75.19245283018869,18450,6,113.0,3,4,1,2,1021.0,3,2380,3,7,1,1,1,2.0,596.0,3,3,0,129000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,41,55.0,4.0
69.27272727272727,14778,6,72.0,4,3,1,4,1296.0,5,1640,4,7,1,4,1,2.0,924.0,3,3,108,224000,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,66,14,27.0,2.0
30.0,3180,6,0.0,4,4,1,6,600.0,5,1200,4,5,0,0,2,2.0,480.0,3,3,0,165000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,15,15,15.0,5.0
52.0,3068,6,0.0,3,3,1,1,662.0,5,1324,3,6,0,0,1,1.0,180.0,3,3,0,122000,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,100,27,100.0,3.0
68.0,8298,8,0.0,4,4,3,6,1546.0,5,1564,5,6,1,4,2,2.0,502.0,3,3,132,267300,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,14,13,13.0,2.0
104.0,13518,9,860.0,5,5,1,1,1926.0,5,3140,5,11,2,4,3,3.0,820.0,3,3,144,485000,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,12,11,11.0,5.0
90.0,33120,6,0.0,3,3,1,1,1595.0,3,2486,3,8,1,4,1,2.0,576.0,3,3,0,220000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,58,58,58.0,2.0
70.75324675324676,13142,6,128.0,3,4,1,6,864.0,5,1771,4,6,0,0,2,2.0,600.0,3,3,0,215700,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,23,23,23.0,5.0
107.0,11362,8,42.0,4,5,2,6,1836.0,5,1836,4,7,1,4,3,3.0,862.0,3,3,125,280000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,16,15,16.0,3.0
92.0,10845,8,504.0,4,4,2,6,1603.0,5,1575,4,7,1,3,3,3.0,732.0,3,3,216,284000,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,17,16,17.0,3.0
21.0,1936,4,0.0,3,4,3,4,630.0,4,630,3,3,0,0,0,0.0,0.0,0,0,0,84500,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,50,50,50.0,2.0
80.0,9760,6,218.0,3,3,4,4,1395.0,3,1395,3,7,1,3,2,2.0,440.0,3,3,657,192000,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,57,36,57.0,2.0
66.0,3960,7,0.0,3,3,1,1,502.0,3,1004,4,5,1,1,1,1.0,200.0,2,3,280,105000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,90,70,90.0,1.0
70.0,9100,7,0.0,4,4,1,6,1860.0,5,1836,4,8,1,4,3,2.0,484.0,3,3,120,216837,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,16,15,16.0,2.0
80.0,9600,5,203.0,2,3,1,3,1296.0,3,1496,4,6,0,0,2,2.0,450.0,3,3,0,141500,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,60,60,60.0,2.0
57.0,9764,5,0.0,3,3,1,4,894.0,5,894,4,5,0,0,2,2.0,450.0,3,3,0,130000,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,53,17,53.0,2.0
60.0,8430,5,136.0,3,4,1,3,1040.0,3,1040,3,5,0,0,0,0.0,0.0,0,0,0,124000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,42,42,42.0,2.0
50.0,9060,5,0.0,3,4,1,5,859.0,5,1828,4,6,0,0,0,0.0,0.0,0,0,174,150909,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,97,21,21.0,2.0
66.0,12778,5,0.0,3,3,1,6,1008.0,5,1008,3,4,0,0,2,1.0,280.0,3,3,0,139500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,68,17,68.0,2.0
60.0,8172,4,0.0,3,3,1,5,864.0,3,864,3,5,0,0,1,2.0,528.0,3,3,196,79275,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,65,65,24.0,2.0
64.0,9037,8,32.0,4,4,3,6,1476.0,5,1484,5,6,1,4,2,2.0,472.0,3,3,120,265900,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,14,14,14.0,2.0
52.0,6292,6,0.0,3,4,2,3,768.0,3,790,3,4,0,0,1,1.0,160.0,2,3,0,91000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,90,70,95.0,1.0
85.0,11900,5,157.0,3,4,1,5,1122.0,5,1934,3,6,1,3,1,2.0,567.0,3,3,0,185000,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,43,43,43.0,5.0
70.0,7945,5,0.0,3,3,1,5,1150.0,5,1150,3,6,0,0,2,1.0,300.0,3,3,0,141000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,61,61,61.0,2.0
134.0,16659,8,0.0,4,4,1,1,1582.0,5,2152,4,7,1,4,1,2.0,728.0,3,3,0,260116,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,13,12,13.0,4.0
50.0,9340,4,0.0,3,3,1,3,672.0,3,672,3,4,0,0,1,1.0,234.0,3,3,0,113000,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,79,70,79.0,2.0
70.49333333333334,11454,8,302.0,4,4,4,6,1401.0,5,1511,4,6,1,2,3,3.0,811.0,3,3,168,225000,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,25,25,25.0,3.0
80.0,8480,5,0.0,3,3,1,4,793.0,3,793,2,4,0,0,1,1.0,240.0,3,3,0,113000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,75,70,75.0,2.0
65.0,6305,6,0.0,3,3,3,5,1008.0,3,1096,3,5,1,2,1,1.0,352.0,3,3,0,125200,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,45,45,45.0,2.0
82.0,9709,8,120.0,5,5,4,6,918.0,5,2100,5,8,2,4,3,3.0,786.0,3,3,172,319500,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,13,13,13.0,5.0
60.0,10930,5,0.0,3,3,1,4,913.0,3,1558,3,6,1,3,1,1.0,288.0,3,3,0,140000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,75,70,58.0,4.0
78.5945945945946,50102,6,0.0,3,4,4,4,1632.0,3,1650,3,6,2,4,1,2.0,518.0,3,3,0,250764,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,62,62,62.0,2.0
74.0,8899,8,108.0,5,4,3,6,948.0,5,2088,4,10,1,4,3,3.0,656.0,3,3,100,250000,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,13,13,13.0,4.0
65.0,10237,6,0.0,4,4,1,1,768.0,5,1536,4,6,1,4,3,2.0,400.0,3,3,100,176000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,15,14,15.0,4.0
80.0,9736,6,289.0,3,3,1,4,1331.0,4,1721,3,8,3,3,1,2.0,464.0,3,3,0,174850,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,63,51,63.0,1.0
24.0,2364,6,0.0,3,4,1,5,804.0,3,1548,3,7,1,3,1,2.0,440.0,3,3,108,147000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,42,42,42.0,6.0
55.0,7892,6,0.0,3,4,1,1,918.0,3,918,3,5,1,3,1,1.0,264.0,3,3,28,99500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,41,41,41.0,2.0
95.0,12350,9,0.0,4,5,1,6,1365.0,5,2690,5,8,1,4,2,3.0,864.0,3,3,0,398800,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,11,11,11.0,5.0
62.0,7917,6,0.0,3,4,1,1,953.0,5,1647,3,7,1,3,2,2.0,460.0,3,3,0,175000,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,21,20,21.0,4.0
60.0,7200,5,0.0,3,3,1,1,825.0,3,825,3,4,0,0,1,1.0,350.0,3,3,0,109500,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,66,66,66.0,3.0
75.19245283018869,12155,6,0.0,3,4,1,2,1657.0,4,1657,3,7,1,3,1,2.0,484.0,3,3,0,163500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,50,50,50.0,4.0
56.357142857142854,7446,4,0.0,3,3,1,3,788.0,3,788,3,4,2,3,0,0.0,0.0,0,0,0,100000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,79,70,70.0,1.0
105.0,11025,8,692.0,4,5,4,6,1334.0,5,2826,4,9,3,3,2,3.0,888.0,3,3,177,334000,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,28,27,28.0,5.0
65.0,7832,5,0.0,3,3,1,6,864.0,5,864,3,4,0,0,1,1.0,280.0,3,3,226,137250,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,52,52,51.0,2.0
134.0,19378,7,456.0,4,4,2,6,1392.0,5,2462,4,9,1,4,2,2.0,576.0,3,3,239,320000,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,15,14,14.0,5.0
75.19245283018869,9830,5,0.0,3,3,1,5,1063.0,5,1287,4,7,1,4,3,2.0,576.0,3,3,364,162000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,61,14,23.0,2.0
63.98290598290598,4403,7,432.0,5,5,3,6,1470.0,5,1478,4,7,1,4,3,2.0,484.0,3,3,0,222000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,11,11,11.0,5.0
72.02564102564102,8174,7,0.0,4,4,1,6,698.0,5,1342,4,7,1,3,3,2.0,393.0,3,3,100,178000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,17,17,17.0,5.0
60.0,7200,5,294.0,3,3,1,4,788.0,3,804,4,4,2,4,1,1.0,240.0,3,3,0,119000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,80,28,80.0,2.0
69.0,7590,5,288.0,3,3,1,5,864.0,3,1812,3,8,1,3,2,1.0,264.0,3,3,0,169500,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,58,58,58.0,2.0
72.02564102564102,8795,7,0.0,4,4,1,6,952.0,5,2256,4,8,1,3,3,2.0,554.0,3,3,224,236000,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,20,20,20.0,4.0
